,loss,accuracy,auc_2,precision_2,recall_2,val_loss,val_accuracy,val_auc_2,val_precision_2,val_recall_2
0,0.5046870112419128,0.5983424782752991,0.8727983236312866,0.719744086265564,0.47567018866539,51.12314987182617,0.45251357555389404,0.688264012336731,0.47249937057495117,0.38926631212234497
1,0.4204620122909546,0.6794587969779968,0.9052162170410156,0.7416726350784302,0.5942663550376892,82.36544036865234,0.564741849899292,0.7813683152198792,0.5999184846878052,0.500067949295044
2,0.4464362561702728,0.6726257801055908,0.8959192633628845,0.7491678595542908,0.5519830584526062,1.115634799003601,0.612500011920929,0.8431458473205566,0.7228225469589233,0.45441576838493347
3,0.355089396238327,0.7373361587524414,0.9243234395980835,0.7883327007293701,0.6568794846534729,0.7363572716712952,0.772078812122345,0.9366510510444641,0.8169587850570679,0.7219429612159729
4,0.33393868803977966,0.7479407787322998,0.9327676892280579,0.7937156558036804,0.6835687160491943,0.8359226584434509,0.7208559513092041,0.9147820472717285,0.7520692944526672,0.5308423638343811
5,0.3107999861240387,0.7736828923225403,0.9405823349952698,0.8143945336341858,0.712507426738739,1.1659979820251465,0.520380437374115,0.8541791439056396,0.5444338917732239,0.4677989184856415
6,0.29709139466285706,0.7777928113937378,0.9448989629745483,0.8189994692802429,0.7207611203193665,0.9169090390205383,0.693342387676239,0.9206916689872742,0.7855587601661682,0.5883151888847351
7,0.3015809655189514,0.7667653560638428,0.9435520768165588,0.8126288056373596,0.7069767713546753,1.0757288932800293,0.626902163028717,0.8834543824195862,0.662527322769165,0.5762907862663269
8,0.33183753490448,0.7409217953681946,0.9361820220947266,0.8044540882110596,0.6708160638809204,1163731.875,0.38152173161506653,0.6134510636329651,0.38152173161506653,0.38152173161506653
9,0.4891779124736786,0.6581479907035828,0.8906754851341248,0.7688989639282227,0.5035264492034912,0.8125361800193787,0.732133150100708,0.9271554946899414,0.7949121594429016,0.617730975151062
